timestamp,distance
1081, 30.09 cm
1185, 30.09 cm
1289, 30.11 cm
1393, 30.11 cm
1497, 30.11 cm
1601, 30.62 cm
1705, 29.33 cm
1809, 29.31 cm
1913, 29.31 cm
2017, 29.31 cm
2121, 29.31 cm
2225, 29.31 cm
2329, 29.31 cm
2433, 30.60 cm
2537, 30.60 cm
2641, 30.62 cm
2745, 30.62 cm
2849, 30.62 cm
2953, 30.62 cm
3057, 30.62 cm
3161, 30.62 cm
3265, 30.62 cm
3369, 30.62 cm
3473, 30.62 cm
3577, 30.62 cm
3681, 30.62 cm
3785, 30.62 cm
3889, 30.62 cm
3993, 30.62 cm
4097, 30.62 cm
4201, 30.62 cm
4305, 30.62 cm
4409, 30.62 cm
4513, 30.60 cm
4617, 30.62 cm
4721, 30.62 cm
4825, 30.60 cm
4929, 30.62 cm
5033, 30.62 cm
5137, 30.62 cm
5241, 30.62 cm
5345, 30.62 cm
5449, 30.62 cm
5553, 30.62 cm
5657, 30.62 cm
5761, 30.62 cm
5865, 30.62 cm
5969, 30.62 cm
6073, 30.62 cm
6177, 30.62 cm
6281, 30.62 cm
6385, 30.62 cm
6489, 30.60 cm
6593, 30.62 cm
6697, 30.62 cm
6801, 30.62 cm
6905, 30.62 cm
7009, 30.60 cm
7113, 30.62 cm
7217, 30.62 cm
7321, 30.60 cm
7425, 30.62 cm
7529, 30.62 cm
7633, 30.60 cm
7737, 30.62 cm
7841, 30.62 cm
7945, 30.62 cm
8049, 30.62 cm
8153, 30.62 cm
8257, 30.62 cm
8361, 30.62 cm
8465, 30.62 cm
8569, 30.62 cm
8673, 30.62 cm
8777, 30.62 cm
8881, 30.62 cm
8985, 30.62 cm
9089, 30.62 cm
9193, 30.62 cm
9297, 30.62 cm
9401, 30.60 cm
9505, 30.62 cm
9609, 30.62 cm
9713, 30.62 cm
9817, 30.62 cm
9921, 30.62 cm
10025, 30.62 cm
10129, 30.62 cm
10233, 30.62 cm
10337, 30.62 cm
10441, 30.62 cm
10545, 30.60 cm
10649, 30.62 cm
10753, 30.60 cm
10857, 30.62 cm
10961, 30.62 cm
11065, 30.60 cm
11169, 30.58 cm
11273, 30.58 cm
11377, 30.58 cm
11481, 30.60 cm
11585, 30.60 cm
11689, 30.58 cm
11793, 30.58 cm
11897, 31.89 cm
12001, 31.89 cm
12105, 31.89 cm
12209, 31.89 cm
12313, 31.89 cm
12417, 31.89 cm
12521, 31.89 cm
12625, 31.89 cm
12729, 31.89 cm
12833, 31.89 cm
12937, 31.89 cm
13041, 31.89 cm
13145, 31.89 cm
13249, 31.89 cm
13353, 31.89 cm
13457, 31.89 cm
13561, 31.89 cm
13665, 31.89 cm
13769, 31.89 cm
13873, 27.01 cm
13977, 26.13 cm
14081, 26.13 cm
14185, 26.13 cm
14289, 27.00 cm
14393, 27.00 cm
14497, 27.00 cm
14601, 27.00 cm
14705, 27.00 cm
14809, 27.86 cm
14913, 28.75 cm
15017, 31.89 cm
15121, 31.89 cm
15225, 31.89 cm
15329, 31.89 cm
15433, 31.89 cm
15537, 25.26 cm
15641, 25.28 cm
15745, 25.28 cm
15849, 25.26 cm
15953, 25.26 cm
16057, 25.26 cm
16161, 25.26 cm
16265, 24.40 cm
16368, 25.26 cm
16472, 25.26 cm
16576, 25.28 cm
16680, 25.28 cm
16784, 25.28 cm
16888, 25.26 cm
16992, 25.26 cm
17096, 24.40 cm
17199, 24.40 cm
17302, 24.40 cm
17405, 24.40 cm
17508, 24.40 cm
17611, 24.40 cm
17714, 25.26 cm
17818, 25.26 cm
17922, 24.40 cm
18025, 24.40 cm
18129, 24.40 cm
18232, 24.40 cm
18335, 24.41 cm
18438, 24.40 cm
18541, 24.40 cm
18644, 24.40 cm
18747, 24.41 cm
18850, 24.41 cm
18953, 24.41 cm
19057, 24.41 cm
19160, 24.41 cm
19264, 24.41 cm
19367, 24.41 cm
19471, 24.41 cm
19574, 24.41 cm
19677, 25.28 cm
19781, 25.28 cm
19885, 25.28 cm
19989, 25.28 cm
20093, 25.28 cm
20197, 25.28 cm
20301, 24.41 cm
20404, 24.41 cm
20507, 24.41 cm
20610, 24.41 cm
20713, 24.41 cm
20816, 24.41 cm
20919, 24.41 cm
21022, 24.41 cm
21125, 24.41 cm
21228, 24.41 cm
21331, 24.40 cm
21434, 24.40 cm
21537, 24.40 cm
21640, 24.40 cm
21743, 24.40 cm
21846, 25.26 cm
21950, 25.28 cm
22054, 25.28 cm
22158, 25.26 cm
22262, 26.15 cm
22366, 27.30 cm
22470, 27.30 cm
22574, 27.28 cm
22678, 27.28 cm
22782, 26.42 cm
22886, 27.28 cm
22990, 26.43 cm
23094, 26.42 cm
23198, 24.70 cm
23302, 24.70 cm
23406, 24.70 cm
23510, 24.70 cm
23614, 24.70 cm
23718, 25.57 cm
23822, 24.70 cm
23926, 24.70 cm
24030, 24.70 cm
24134, 24.70 cm
24238, 24.70 cm
24342, 24.70 cm
24446, 25.57 cm
24550, 25.57 cm
24654, 25.57 cm
24758, 25.57 cm
24862, 25.57 cm
24966, 25.58 cm
25070, 25.57 cm
25174, 36.74 cm
25278, 36.72 cm
25382, 36.72 cm
25486, 27.61 cm
25590, 34.26 cm
25694, 34.26 cm
25798, 27.59 cm
25902, 27.59 cm
26006, 26.74 cm
26110, 26.74 cm
26214, 26.74 cm
26318, 26.74 cm
26422, 26.74 cm
26526, 26.74 cm
