timestamp,distance
1916, 32.91 cm
2019, 32.93 cm
2123, 32.91 cm
2227, 32.91 cm
2331, 32.91 cm
2435, 32.91 cm
2539, 32.91 cm
2643, 32.91 cm
2747, 32.91 cm
2851, 32.91 cm
2955, 32.91 cm
3059, 32.91 cm
3163, 32.91 cm
3267, 32.91 cm
3371, 32.91 cm
3475, 32.93 cm
3579, 32.91 cm
3683, 32.91 cm
3787, 32.91 cm
3891, 32.91 cm
3995, 32.91 cm
4099, 32.91 cm
4203, 32.91 cm
4307, 32.90 cm
4411, 32.91 cm
4515, 32.90 cm
4619, 32.91 cm
4723, 32.91 cm
4827, 32.91 cm
4931, 32.91 cm
5035, 32.91 cm
5139, 32.91 cm
5243, 32.91 cm
5347, 32.91 cm
5451, 32.93 cm
5555, 32.90 cm
5659, 32.91 cm
5763, 32.91 cm
5867, 32.91 cm
5971, 34.20 cm
6075, 32.91 cm
6179, 34.22 cm
6283, 34.22 cm
6387, 32.91 cm
6491, 34.22 cm
6595, 34.22 cm
6699, 34.22 cm
6803, 32.91 cm
6907, 34.22 cm
7011, 34.22 cm
7115, 34.22 cm
7219, 32.91 cm
7323, 32.91 cm
7427, 32.91 cm
7531, 32.91 cm
7635, 34.22 cm
7739, 34.22 cm
7843, 34.22 cm
7947, 34.22 cm
8051, 34.22 cm
8155, 34.22 cm
8259, 34.22 cm
8363, 34.22 cm
8467, 34.22 cm
8571, 34.22 cm
8675, 34.22 cm
8779, 34.22 cm
8883, 34.22 cm
8987, 34.22 cm
9091, 34.22 cm
9195, 33.42 cm
9299, 33.44 cm
9403, 33.42 cm
9507, 33.44 cm
9611, 33.42 cm
9715, 33.42 cm
9819, 33.44 cm
9923, 32.13 cm
10027, 32.11 cm
10131, 32.11 cm
10235, 32.11 cm
10339, 32.13 cm
10443, 32.11 cm
10547, 32.13 cm
10651, 32.11 cm
10755, 32.13 cm
10859, 32.13 cm
10963, 32.13 cm
11067, 32.13 cm
11171, 32.11 cm
11275, 32.13 cm
11379, 32.13 cm
11483, 30.82 cm
11587, 30.82 cm
11691, 30.82 cm
11795, 32.13 cm
11899, 32.11 cm
12003, 32.11 cm
12107, 32.11 cm
12211, 32.11 cm
12315, 32.13 cm
12419, 32.13 cm
12523, 32.13 cm
12627, 32.11 cm
12731, 32.13 cm
12835, 32.13 cm
12939, 32.11 cm
13043, 32.11 cm
13147, 32.11 cm
13251, 32.11 cm
13355, 32.13 cm
13459, 32.13 cm
13563, 32.11 cm
13667, 32.11 cm
13771, 32.11 cm
13875, 32.13 cm
13979, 32.13 cm
14083, 32.11 cm
14187, 32.13 cm
14291, 32.11 cm
14395, 32.13 cm
14499, 32.13 cm
14603, 32.11 cm
14707, 32.11 cm
14811, 32.11 cm
14915, 33.42 cm
15019, 32.13 cm
15123, 33.44 cm
15227, 33.42 cm
15331, 33.44 cm
15435, 33.44 cm
15539, 32.64 cm
15643, 31.33 cm
15747, 31.33 cm
15851, 31.35 cm
15955, 31.35 cm
16059, 31.33 cm
16163, 31.33 cm
16267, 31.33 cm
16371, 31.33 cm
16475, 31.35 cm
16579, 31.33 cm
16683, 31.33 cm
16787, 31.33 cm
16891, 31.33 cm
16995, 31.35 cm
17099, 31.35 cm
17203, 31.33 cm
17307, 31.33 cm
17411, 31.33 cm
17515, 32.13 cm
17619, 32.11 cm
17723, 32.13 cm
17827, 32.13 cm
17931, 32.11 cm
18035, 32.13 cm
18139, 32.11 cm
18243, 32.13 cm
18347, 32.13 cm
18451, 32.11 cm
18555, 32.11 cm
18659, 32.11 cm
18763, 32.11 cm
18867, 32.11 cm
18971, 32.11 cm
19075, 32.11 cm
19179, 32.13 cm
19283, 32.13 cm
19387, 32.91 cm
19491, 32.91 cm
19595, 32.90 cm
19699, 32.91 cm
19803, 32.91 cm
19907, 32.90 cm
20011, 32.91 cm
20115, 32.91 cm
