timestamp,distance
1013, 31.08 cm
1117, 31.06 cm
1221, 31.08 cm
1325, 31.08 cm
1429, 31.08 cm
1533, 31.09 cm
1637, 31.09 cm
1741, 31.08 cm
1845, 31.08 cm
1949, 31.08 cm
2053, 31.08 cm
2157, 31.06 cm
2261, 31.08 cm
2365, 31.08 cm
2469, 31.08 cm
2573, 31.08 cm
2677, 31.06 cm
2781, 31.06 cm
2885, 31.08 cm
2989, 31.06 cm
3093, 31.06 cm
3197, 31.06 cm
3301, 31.06 cm
3405, 31.59 cm
3509, 31.08 cm
3613, 31.08 cm
3717, 31.08 cm
3821, 31.08 cm
3925, 31.60 cm
4029, 31.60 cm
4133, 31.60 cm
4237, 31.60 cm
4341, 31.60 cm
4445, 31.60 cm
4549, 31.60 cm
4653, 31.60 cm
4757, 31.60 cm
4861, 31.60 cm
4965, 31.59 cm
5069, 31.60 cm
5173, 31.60 cm
5277, 31.59 cm
5381, 31.60 cm
5485, 31.09 cm
5589, 31.60 cm
5693, 31.60 cm
5797, 31.60 cm
5901, 31.59 cm
6005, 31.60 cm
6109, 31.60 cm
6213, 31.62 cm
6317, 31.60 cm
6421, 31.60 cm
6525, 31.60 cm
6629, 31.60 cm
6733, 31.08 cm
6837, 31.60 cm
6941, 31.08 cm
7045, 31.08 cm
7149, 31.59 cm
7253, 31.60 cm
7357, 31.60 cm
7461, 31.60 cm
7565, 31.60 cm
7669, 31.60 cm
7773, 31.59 cm
7877, 31.60 cm
7981, 31.59 cm
8085, 31.59 cm
8189, 31.60 cm
8293, 31.60 cm
8397, 31.59 cm
8501, 31.60 cm
8605, 31.60 cm
8709, 31.60 cm
8813, 31.60 cm
8917, 31.08 cm
9021, 31.08 cm
9125, 31.08 cm
9229, 31.08 cm
9333, 31.08 cm
9437, 31.06 cm
9541, 31.08 cm
9645, 31.08 cm
9749, 31.08 cm
9853, 31.59 cm
9957, 31.08 cm
10061, 31.08 cm
10165, 31.59 cm
10269, 31.08 cm
10373, 31.59 cm
10477, 31.59 cm
10581, 31.08 cm
10685, 31.08 cm
10789, 31.08 cm
10893, 31.08 cm
10997, 31.08 cm
11101, 31.59 cm
11205, 31.60 cm
11309, 31.09 cm
11413, 31.08 cm
11517, 31.59 cm
11621, 31.08 cm
11725, 31.08 cm
11829, 31.08 cm
11933, 31.60 cm
12037, 31.08 cm
12141, 31.60 cm
12245, 31.08 cm
12349, 31.08 cm
12453, 31.60 cm
12557, 31.08 cm
12661, 31.59 cm
12765, 31.59 cm
12869, 31.59 cm
12973, 31.59 cm
13077, 31.59 cm
13181, 31.59 cm
13285, 31.59 cm
13389, 31.59 cm
13493, 31.59 cm
13597, 31.60 cm
13701, 31.59 cm
13805, 31.59 cm
13909, 31.59 cm
14013, 31.59 cm
14117, 31.59 cm
14221, 31.59 cm
14325, 31.08 cm
14429, 31.59 cm
14533, 31.59 cm
14637, 31.08 cm
14741, 31.08 cm
14845, 31.08 cm
14949, 31.60 cm
15053, 31.08 cm
15157, 31.08 cm
15261, 31.09 cm
15365, 31.08 cm
15469, 31.08 cm
15573, 31.59 cm
15677, 31.08 cm
15781, 31.08 cm
15885, 31.08 cm
15989, 31.08 cm
16093, 31.59 cm
16197, 31.08 cm
16301, 31.06 cm
16405, 31.08 cm
16509, 31.08 cm
16613, 31.08 cm
16717, 31.08 cm
16821, 31.06 cm
16925, 31.08 cm
17029, 31.06 cm
17133, 31.08 cm
17237, 31.08 cm
17341, 31.08 cm
17445, 31.08 cm
17549, 31.08 cm
17653, 31.08 cm
17757, 31.08 cm
17861, 31.08 cm
17965, 31.08 cm
18069, 31.08 cm
18173, 31.08 cm
18277, 31.08 cm
18381, 31.08 cm
18485, 31.59 cm
18589, 31.08 cm
18693, 31.08 cm
18797, 31.08 cm
18901, 31.08 cm
19005, 31.08 cm
19109, 31.06 cm
19213, 31.08 cm
19317, 31.06 cm
19421, 31.08 cm
19525, 31.08 cm
19629, 31.08 cm
19733, 31.08 cm
19837, 31.08 cm
19941, 31.08 cm
20045, 31.06 cm
20149, 31.08 cm
20253, 31.08 cm
20357, 31.08 cm
20461, 31.08 cm
20565, 31.08 cm
20669, 31.08 cm
20773, 31.08 cm
20877, 31.08 cm
20981, 31.08 cm
21085, 31.06 cm
21189, 31.08 cm
21293, 31.08 cm
21397, 31.08 cm
21501, 31.08 cm
21605, 31.08 cm
21709, 31.08 cm
21813, 31.08 cm
21917, 31.08 cm
22021, 31.08 cm
22125, 31.08 cm
22229, 31.08 cm
22333, 31.08 cm
22437, 31.08 cm
22541, 31.08 cm
22645, 31.08 cm
22749, 31.08 cm
22853, 31.08 cm
22957, 31.08 cm
23061, 31.08 cm
23165, 31.09 cm
23269, 31.08 cm
23373, 31.08 cm
23477, 31.08 cm
23581, 31.08 cm
23685, 31.08 cm
23789, 31.08 cm
23893, 31.08 cm
23997, 31.08 cm
24101, 31.08 cm
24205, 31.08 cm
24309, 31.08 cm
24413, 31.08 cm
24517, 31.08 cm
24621, 31.08 cm
24725, 31.08 cm
24829, 31.08 cm
24933, 31.08 cm
25037, 31.08 cm
25141, 31.08 cm
25245, 31.06 cm
25349, 31.08 cm
25453, 31.08 cm
25557, 31.08 cm
25661, 31.08 cm
25765, 31.06 cm
25869, 31.08 cm
25973, 31.08 cm
26077, 31.06 cm
26181, 31.06 cm
26285, 31.08 cm
26389, 31.08 cm
26493, 31.08 cm
26597, 31.08 cm
26701, 31.08 cm
26805, 31.08 cm
26909, 31.06 cm
27013, 31.08 cm
27117, 31.08 cm
27221, 31.08 cm
27325, 31.08 cm
27429, 31.08 cm
27533, 31.08 cm
27637, 31.08 cm
27741, 31.08 cm
27845, 31.08 cm
27949, 31.08 cm
28053, 31.08 cm
28157, 31.08 cm
28261, 31.08 cm
28365, 31.08 cm
28469, 31.06 cm
28573, 31.08 cm
28677, 31.08 cm
28781, 31.08 cm
28885, 31.08 cm
28989, 31.08 cm
29093, 31.08 cm
29197, 31.08 cm
29301, 31.08 cm
29405, 31.08 cm
29509, 31.08 cm
29613, 31.08 cm
29717, 31.08 cm
29821, 31.08 cm
29925, 31.08 cm
30029, 31.06 cm
30133, 31.06 cm
30237, 31.08 cm
30341, 31.08 cm
30445, 31.08 cm
30549, 31.06 cm
30653, 31.08 cm
30757, 31.08 cm
30861, 31.08 cm
30965, 31.08 cm
31069, 31.08 cm
31173, 31.08 cm
31277, 31.09 cm
31381, 31.09 cm
31485, 31.06 cm
31589, 31.08 cm
31693, 31.08 cm
31797, 31.08 cm
31901, 31.08 cm
32005, 31.08 cm
32109, 31.08 cm
32213, 31.08 cm
32317, 31.08 cm
32421, 31.08 cm
32525, 31.08 cm
32629, 31.08 cm
32733, 31.06 cm
32837, 31.08 cm
32941, 31.08 cm
33045, 31.06 cm
33149, 31.08 cm
33253, 31.08 cm
33357, 31.08 cm
33461, 31.08 cm
33565, 31.08 cm
33669, 31.08 cm
33773, 31.08 cm
33877, 31.08 cm
33981, 31.08 cm
34085, 31.08 cm
34189, 31.08 cm
34293, 31.08 cm
34397, 31.08 cm
34501, 31.08 cm
34605, 31.08 cm
34709, 31.08 cm
34813, 31.08 cm
34917, 31.06 cm
35021, 31.08 cm
35125, 31.08 cm
35229, 31.08 cm
35333, 31.08 cm
35437, 31.08 cm
35541, 31.08 cm
35645, 31.08 cm
35749, 31.09 cm
35853, 31.08 cm
35957, 31.08 cm
36061, 31.08 cm
36165, 31.06 cm
36269, 31.08 cm
36373, 31.08 cm
36477, 31.08 cm
36581, 31.08 cm
36685, 31.08 cm
36789, 31.08 cm
36893, 31.08 cm
36997, 31.08 cm
37101, 31.08 cm
37205, 31.08 cm
37309, 31.08 cm
37413, 31.87 cm
37517, 31.87 cm
37621, 31.86 cm
37725, 31.87 cm
37829, 31.87 cm
37933, 31.87 cm
38037, 31.86 cm
38141, 31.86 cm
38245, 31.86 cm
38349, 31.86 cm
38453, 31.86 cm
38557, 31.35 cm
38661, 31.86 cm
38765, 31.87 cm
38869, 31.86 cm
38973, 31.86 cm
39077, 31.86 cm
39181, 31.86 cm
39285, 31.35 cm
39389, 31.86 cm
39493, 31.35 cm
39597, 31.35 cm
39701, 31.35 cm
39805, 31.35 cm
39909, 31.33 cm
40013, 31.33 cm
40117, 31.33 cm
40221, 31.35 cm
40325, 31.35 cm
40429, 31.35 cm
40533, 31.86 cm
40637, 31.35 cm
40741, 31.86 cm
40845, 31.35 cm
40949, 31.86 cm
41053, 31.35 cm
41157, 31.86 cm
41261, 31.35 cm
41365, 30.55 cm
41469, 31.35 cm
41573, 30.53 cm
41677, 31.35 cm
41781, 30.55 cm
41885, 31.35 cm
41989, 31.33 cm
42094, 31.35 cm
42198, 31.33 cm
42302, 31.33 cm
42406, 31.33 cm
42510, 31.35 cm
42614, 31.33 cm
42718, 31.33 cm
42822, 31.35 cm
42926, 31.35 cm
43030, 31.35 cm
43134, 31.35 cm
43238, 31.35 cm
43342, 31.35 cm
43446, 31.35 cm
43550, 31.33 cm
43654, 31.35 cm
43758, 31.33 cm
43862, 31.33 cm
43966, 31.33 cm
44070, 31.33 cm
44174, 31.33 cm
44278, 31.33 cm
44382, 31.35 cm
44486, 31.33 cm
44590, 31.33 cm
44694, 31.35 cm
44798, 31.33 cm
44902, 30.55 cm
45006, 30.55 cm
45110, 30.55 cm
45214, 30.55 cm
45318, 30.55 cm
45422, 30.55 cm
45526, 30.55 cm
45630, 30.55 cm
45734, 30.55 cm
45838, 30.55 cm
45942, 30.55 cm
46046, 30.55 cm
46150, 30.57 cm
46254, 30.55 cm
46358, 30.57 cm
46462, 30.55 cm
46566, 30.53 cm
46670, 30.55 cm
46774, 30.55 cm
46878, 30.55 cm
46982, 30.55 cm
47086, 30.55 cm
47190, 30.55 cm
47294, 30.55 cm
47398, 30.55 cm
47502, 30.55 cm
47606, 30.55 cm
47710, 30.55 cm
47814, 30.55 cm
47918, 30.55 cm
48022, 30.55 cm
48126, 30.55 cm
48230, 30.55 cm
48334, 30.55 cm
48438, 30.55 cm
48542, 30.55 cm
48646, 30.55 cm
48750, 30.55 cm
48854, 31.33 cm
48958, 30.55 cm
49062, 31.33 cm
49166, 31.33 cm
49270, 31.35 cm
49374, 31.33 cm
49478, 31.33 cm
49582, 31.33 cm
49686, 31.35 cm
49790, 31.33 cm
49894, 31.33 cm
49998, 31.33 cm
50102, 31.35 cm
50206, 31.35 cm
50310, 31.35 cm
50414, 31.35 cm
50518, 31.35 cm
50622, 31.33 cm
50726, 31.35 cm
50830, 31.33 cm
50934, 31.35 cm
51038, 31.33 cm
51142, 31.33 cm
51246, 31.35 cm
51350, 31.35 cm
51454, 31.33 cm
51558, 31.35 cm
51662, 30.53 cm
51766, 30.55 cm
51870, 30.55 cm
51974, 30.55 cm
52078, 30.55 cm
52182, 30.55 cm
52286, 30.55 cm
52390, 30.55 cm
52494, 30.55 cm
52598, 30.55 cm
52702, 30.55 cm
52806, 30.55 cm
52910, 30.55 cm
53014, 30.55 cm
53118, 30.53 cm
53222, 30.55 cm
53326, 30.55 cm
53430, 30.55 cm
53534, 30.55 cm
53638, 30.55 cm
53742, 30.55 cm
53846, 30.55 cm
53950, 31.86 cm
54054, 31.33 cm
54158, 31.35 cm
54262, 31.35 cm
54366, 31.86 cm
54470, 31.86 cm
54574, 31.86 cm
54678, 31.87 cm
54782, 31.86 cm
54886, 31.86 cm
54990, 31.35 cm
55094, 31.86 cm
55198, 31.33 cm
55302, 31.33 cm
55406, 31.33 cm
55510, 31.86 cm
55614, 31.33 cm
55718, 31.33 cm
55822, 31.86 cm
55926, 31.33 cm
56030, 31.84 cm
56134, 31.33 cm
56238, 31.33 cm
56342, 31.33 cm
56446, 31.33 cm
56550, 31.35 cm
56654, 31.33 cm
56758, 31.33 cm
56862, 31.35 cm
56966, 31.35 cm
57070, 31.35 cm
57174, 31.35 cm
57278, 31.33 cm
57382, 31.35 cm
57486, 31.33 cm
57590, 31.35 cm
57694, 31.33 cm
57798, 31.35 cm
57902, 31.33 cm
58006, 31.33 cm
58110, 31.35 cm
58214, 31.35 cm
58318, 31.33 cm
58422, 31.86 cm
58526, 31.35 cm
58630, 31.35 cm
58734, 31.35 cm
58838, 31.35 cm
58942, 31.33 cm
59046, 31.35 cm
59150, 31.35 cm
59254, 31.35 cm
59358, 31.86 cm
59462, 31.86 cm
59566, 31.86 cm
59670, 31.87 cm
59774, 31.87 cm
59878, 31.86 cm
59982, 31.87 cm
60086, 31.87 cm
60190, 31.87 cm
60294, 31.86 cm
60398, 31.86 cm
60502, 31.86 cm
60606, 31.87 cm
60710, 31.87 cm
60814, 31.86 cm
60918, 31.86 cm
61022, 31.86 cm
61126, 31.86 cm
61230, 31.86 cm
61334, 31.86 cm
61438, 31.86 cm
61542, 31.86 cm
61646, 31.84 cm
61750, 31.86 cm
61854, 31.86 cm
61958, 31.33 cm
62062, 31.33 cm
62166, 31.84 cm
62270, 31.86 cm
62374, 31.84 cm
62478, 31.35 cm
62582, 31.33 cm
62686, 31.33 cm
62790, 31.84 cm
62894, 31.86 cm
62998, 31.86 cm
63102, 31.86 cm
63206, 31.84 cm
63310, 31.86 cm
63414, 31.86 cm
63518, 31.33 cm
63622, 31.33 cm
63726, 31.33 cm
63830, 31.33 cm
63934, 31.33 cm
64038, 31.33 cm
64142, 31.33 cm
64246, 31.33 cm
64350, 31.33 cm
64454, 31.33 cm
64558, 31.33 cm
64662, 31.33 cm
64766, 31.33 cm
64870, 31.33 cm
64974, 31.33 cm
65078, 31.33 cm
65182, 31.33 cm
65286, 31.33 cm
65390, 31.33 cm
65494, 31.33 cm
65598, 31.33 cm
65702, 31.35 cm
65806, 31.33 cm
65910, 31.35 cm
66014, 31.33 cm
66118, 31.33 cm
66222, 31.33 cm
66326, 31.35 cm
66430, 31.33 cm
66534, 31.33 cm
66638, 31.33 cm
66742, 31.33 cm
66846, 31.33 cm
66950, 31.33 cm
67054, 31.33 cm
67158, 31.33 cm
67262, 31.33 cm
67366, 31.33 cm
67470, 31.33 cm
67574, 31.33 cm
67678, 31.35 cm
67782, 31.33 cm
67886, 31.33 cm
67990, 31.33 cm
68094, 31.33 cm
68198, 31.33 cm
68302, 31.33 cm
68406, 31.31 cm
68510, 31.33 cm
68614, 31.31 cm
68718, 31.33 cm
68822, 31.33 cm
68926, 31.33 cm
69030, 31.33 cm
69134, 31.33 cm
69238, 31.33 cm
69342, 31.33 cm
69446, 31.33 cm
69550, 31.33 cm
69654, 31.33 cm
69758, 31.33 cm
69862, 31.35 cm
69966, 31.33 cm
70070, 31.33 cm
70174, 31.33 cm
70278, 31.33 cm
70382, 31.33 cm
70486, 31.35 cm
70590, 31.35 cm
70694, 31.35 cm
70798, 31.33 cm
70902, 31.33 cm
71006, 31.33 cm
71110, 31.33 cm
71214, 31.33 cm
71318, 31.35 cm
71422, 31.31 cm
71526, 31.33 cm
71630, 31.33 cm
71734, 31.33 cm
71838, 31.33 cm
71942, 31.33 cm
72046, 31.33 cm
72150, 31.33 cm
72254, 31.33 cm
72358, 31.33 cm
72462, 31.33 cm
72566, 31.35 cm
72670, 31.33 cm
72774, 31.33 cm
72878, 31.33 cm
72982, 31.33 cm
73086, 31.35 cm
73190, 31.33 cm
73294, 31.33 cm
73398, 31.35 cm
73502, 31.33 cm
73606, 30.82 cm
73710, 30.82 cm
73814, 30.82 cm
73918, 30.82 cm
74022, 30.80 cm
74126, 30.80 cm
74230, 30.80 cm
74334, 30.80 cm
74438, 30.82 cm
74542, 30.80 cm
74646, 30.80 cm
74750, 30.80 cm
74854, 30.80 cm
74958, 30.82 cm
75062, 30.82 cm
75166, 30.82 cm
75270, 30.82 cm
75374, 30.82 cm
75478, 30.82 cm
75582, 30.80 cm
75686, 30.82 cm
75790, 30.80 cm
75894, 30.82 cm
75998, 30.82 cm
76102, 30.82 cm
76206, 30.80 cm
76310, 30.80 cm
76414, 31.60 cm
76518, 31.60 cm
76622, 31.59 cm
76726, 30.80 cm
76830, 30.80 cm
76934, 30.80 cm
77038, 30.80 cm
77142, 30.80 cm
77246, 30.80 cm
77350, 30.80 cm
77454, 31.59 cm
77558, 31.59 cm
77662, 31.59 cm
77766, 31.60 cm
77870, 31.59 cm
77974, 31.59 cm
78078, 32.11 cm
78182, 30.80 cm
78286, 30.82 cm
78390, 30.82 cm
78494, 30.82 cm
78598, 30.82 cm
78702, 30.80 cm
78806, 30.80 cm
78910, 30.80 cm
79014, 30.80 cm
79118, 30.82 cm
79222, 30.82 cm
79326, 30.82 cm
79430, 30.80 cm
79534, 30.80 cm
79638, 30.80 cm
79742, 30.80 cm
79846, 30.82 cm
79950, 30.82 cm
80054, 30.82 cm
80158, 30.80 cm
80262, 30.82 cm
80366, 30.80 cm
80470, 30.80 cm
80574, 30.80 cm
80678, 30.82 cm
80782, 30.82 cm
80886, 30.80 cm
80990, 30.82 cm
81094, 30.82 cm
81198, 30.80 cm
81302, 30.82 cm
81406, 30.82 cm
81510, 30.80 cm
81614, 30.82 cm
81718, 30.80 cm
81822, 30.80 cm
81926, 30.82 cm
82030, 30.82 cm
82134, 30.82 cm
82238, 30.80 cm
82342, 30.80 cm
82446, 30.80 cm
82550, 30.80 cm
82654, 30.80 cm
82758, 30.80 cm
82862, 30.80 cm
82966, 30.82 cm
83070, 30.80 cm
83174, 30.80 cm
83278, 30.82 cm
83382, 30.80 cm
83486, 30.80 cm
83590, 30.82 cm
83694, 30.80 cm
83798, 30.82 cm
83902, 30.80 cm
84006, 30.82 cm
84110, 30.80 cm
84214, 30.80 cm
84318, 30.82 cm
84422, 30.82 cm
84526, 30.80 cm
84630, 30.80 cm
84734, 30.80 cm
84838, 30.80 cm
84942, 30.82 cm
85046, 30.80 cm
85150, 30.80 cm
85254, 30.82 cm
85358, 30.80 cm
85462, 30.80 cm
85566, 30.82 cm
85670, 30.80 cm
85774, 30.80 cm
85878, 30.80 cm
85982, 30.80 cm
86086, 30.80 cm
86190, 30.80 cm
86294, 30.82 cm
86398, 30.80 cm
86502, 30.82 cm
86606, 30.82 cm
86710, 30.80 cm
86814, 30.82 cm
86918, 30.80 cm
87022, 30.80 cm
87126, 30.80 cm
87230, 30.80 cm
87334, 30.80 cm
87438, 30.80 cm
87542, 30.80 cm
87646, 30.82 cm
87750, 30.80 cm
87854, 30.80 cm
87958, 30.82 cm
88062, 30.82 cm
88166, 30.80 cm
88270, 30.80 cm
88374, 30.82 cm
88478, 30.82 cm
88582, 30.80 cm
88686, 30.82 cm
88790, 30.80 cm
88894, 30.80 cm
88998, 30.79 cm
89102, 30.80 cm
89206, 30.80 cm
89310, 30.80 cm
89414, 30.79 cm
89518, 30.80 cm
89622, 30.80 cm
89726, 30.80 cm
89830, 30.80 cm
89934, 30.80 cm
90038, 30.79 cm
90142, 30.80 cm
90246, 30.79 cm
90350, 30.79 cm
90454, 30.79 cm
90558, 30.80 cm
90662, 30.79 cm
90766, 30.80 cm
90870, 30.80 cm
90974, 30.80 cm
91078, 30.80 cm
91182, 30.80 cm
91286, 30.80 cm
91390, 30.80 cm
91494, 30.80 cm
91598, 30.80 cm
91702, 30.80 cm
91806, 30.80 cm
91910, 30.80 cm
92014, 30.82 cm
92118, 30.80 cm
92222, 30.80 cm
92326, 30.82 cm
92430, 30.80 cm
92534, 30.80 cm
92638, 30.80 cm
92742, 30.80 cm
92846, 30.82 cm
92950, 30.80 cm
93054, 30.80 cm
93158, 30.82 cm
93262, 30.80 cm
93366, 30.82 cm
93470, 30.82 cm
93574, 30.80 cm
93678, 30.80 cm
93782, 30.80 cm
93886, 30.82 cm
93990, 30.82 cm
94094, 30.80 cm
94198, 30.82 cm
94302, 30.80 cm
94406, 30.80 cm
94510, 30.82 cm
94614, 30.80 cm
94718, 30.80 cm
94822, 30.82 cm
94926, 30.80 cm
95030, 30.80 cm
95134, 30.80 cm
95238, 30.80 cm
95342, 30.80 cm
95446, 30.80 cm
95550, 30.82 cm
95654, 30.80 cm
95758, 30.80 cm
95862, 30.82 cm
