timestamp,distance
1915, 31.16 cm
2019, 31.16 cm
2123, 31.16 cm
2227, 31.16 cm
2331, 31.67 cm
2435, 31.69 cm
2539, 31.67 cm
2643, 31.67 cm
2747, 31.69 cm
2851, 31.69 cm
2955, 31.69 cm
3059, 31.69 cm
3163, 31.69 cm
3267, 31.16 cm
3371, 31.16 cm
3475, 31.16 cm
3579, 31.69 cm
3683, 31.69 cm
3787, 31.16 cm
3891, 31.69 cm
3995, 31.16 cm
4099, 31.67 cm
4203, 31.69 cm
4307, 31.16 cm
4411, 31.16 cm
4515, 31.16 cm
4619, 31.16 cm
4723, 31.16 cm
4827, 31.16 cm
4931, 31.16 cm
5035, 31.16 cm
5139, 31.16 cm
5243, 31.16 cm
5347, 31.16 cm
5451, 31.16 cm
5555, 31.16 cm
5659, 31.16 cm
5763, 31.16 cm
5867, 31.16 cm
5971, 31.16 cm
6075, 31.16 cm
6179, 31.16 cm
6283, 31.16 cm
6387, 31.16 cm
6491, 31.16 cm
6595, 31.16 cm
6699, 31.16 cm
6803, 31.16 cm
6907, 31.16 cm
7011, 31.16 cm
7115, 31.16 cm
7219, 31.16 cm
7323, 31.16 cm
7427, 31.16 cm
7531, 31.16 cm
7635, 31.16 cm
7739, 31.16 cm
7843, 31.16 cm
7947, 31.16 cm
8051, 31.16 cm
8155, 31.16 cm
8259, 31.16 cm
8363, 31.16 cm
8467, 31.16 cm
8571, 31.16 cm
8675, 31.16 cm
8779, 31.16 cm
8883, 31.16 cm
8987, 31.16 cm
9091, 31.16 cm
9195, 31.16 cm
9299, 31.16 cm
9403, 31.16 cm
9507, 31.16 cm
9611, 31.16 cm
9715, 31.16 cm
9819, 31.16 cm
9923, 31.16 cm
10027, 31.16 cm
10131, 31.16 cm
10235, 31.16 cm
10339, 31.16 cm
10443, 31.16 cm
10547, 31.16 cm
10651, 31.16 cm
10755, 31.16 cm
10859, 31.16 cm
10963, 31.16 cm
11067, 31.16 cm
11171, 31.16 cm
11275, 31.16 cm
11379, 31.16 cm
11483, 31.16 cm
11587, 31.16 cm
11691, 31.16 cm
11795, 31.16 cm
11899, 31.18 cm
12003, 31.16 cm
12107, 31.16 cm
12211, 31.16 cm
12315, 31.16 cm
12419, 31.69 cm
12523, 31.69 cm
12627, 31.69 cm
12731, 31.69 cm
12835, 31.67 cm
12939, 31.69 cm
13043, 31.69 cm
13147, 31.69 cm
13251, 31.67 cm
13355, 31.69 cm
13459, 31.69 cm
13563, 31.69 cm
