timestamp,distance
10967, 30.92 cm
11071, 30.92 cm
11175, 30.91 cm
11279, 30.92 cm
11383, 30.91 cm
11487, 30.91 cm
11591, 30.91 cm
11695, 30.91 cm
11799, 30.91 cm
11903, 30.91 cm
12007, 30.91 cm
12111, 30.92 cm
12215, 30.91 cm
12319, 30.91 cm
12423, 30.92 cm
12527, 30.92 cm
12631, 30.91 cm
12735, 30.91 cm
12839, 30.91 cm
12943, 30.91 cm
13047, 30.91 cm
13151, 30.91 cm
13255, 30.91 cm
13359, 30.91 cm
13463, 30.91 cm
13567, 30.91 cm
13671, 30.91 cm
13775, 30.91 cm
13879, 30.91 cm
13983, 30.91 cm
14087, 30.91 cm
14191, 30.91 cm
14295, 30.92 cm
14399, 30.91 cm
14503, 30.91 cm
14607, 30.91 cm
14711, 30.91 cm
14815, 30.91 cm
14919, 30.91 cm
15023, 30.91 cm
15127, 30.91 cm
15231, 30.91 cm
15335, 30.91 cm
15439, 30.91 cm
15543, 30.91 cm
15647, 30.91 cm
15751, 30.91 cm
15855, 30.91 cm
15959, 30.91 cm
16063, 30.91 cm
16167, 30.91 cm
16271, 30.91 cm
16375, 30.91 cm
16479, 30.91 cm
16583, 30.91 cm
16687, 30.91 cm
16791, 30.91 cm
16895, 30.91 cm
16999, 30.91 cm
17103, 30.91 cm
17207, 30.91 cm
17311, 30.91 cm
17415, 30.91 cm
17519, 30.91 cm
17623, 30.91 cm
17727, 30.92 cm
17831, 30.91 cm
17935, 30.91 cm
18039, 30.91 cm
18143, 30.91 cm
18247, 30.91 cm
18351, 30.91 cm
18455, 30.91 cm
18559, 30.91 cm
18663, 30.91 cm
18767, 30.91 cm
18871, 30.91 cm
18975, 30.91 cm
19079, 30.91 cm
19183, 30.91 cm
19287, 30.91 cm
19391, 30.91 cm
19495, 30.91 cm
19599, 30.91 cm
19703, 30.91 cm
19807, 30.91 cm
19911, 30.91 cm
20015, 30.91 cm
20119, 30.91 cm
20223, 30.91 cm
20327, 30.91 cm
20431, 30.91 cm
20535, 30.91 cm
20639, 30.91 cm
20743, 30.91 cm
20847, 30.91 cm
20951, 30.91 cm
21055, 30.91 cm
21159, 30.91 cm
21263, 30.92 cm
21367, 30.91 cm
21471, 30.91 cm
21575, 30.92 cm
21679, 30.92 cm
21783, 30.89 cm
21887, 30.91 cm
21991, 30.91 cm
22095, 30.91 cm
22199, 30.91 cm
22303, 30.91 cm
22407, 30.91 cm
22511, 30.91 cm
22615, 30.91 cm
22719, 30.92 cm
22823, 30.91 cm
22927, 30.91 cm
23031, 30.91 cm
23135, 30.91 cm
23239, 30.91 cm
23343, 30.91 cm
23447, 30.91 cm
23551, 30.89 cm
23655, 30.91 cm
23759, 30.91 cm
23863, 30.91 cm
23967, 30.91 cm
24071, 30.91 cm
24175, 30.89 cm
24279, 30.87 cm
24383, 30.89 cm
24487, 30.89 cm
24591, 30.87 cm
24695, 30.89 cm
24799, 30.89 cm
24903, 30.89 cm
25007, 30.89 cm
25111, 30.89 cm
25215, 30.89 cm
25319, 30.87 cm
25423, 30.89 cm
25527, 30.89 cm
25631, 30.87 cm
25735, 30.89 cm
25839, 30.89 cm
25943, 30.89 cm
26047, 30.89 cm
26151, 30.89 cm
26255, 30.89 cm
26359, 30.89 cm
26463, 30.89 cm
26567, 30.89 cm
26671, 30.89 cm
26775, 30.89 cm
26879, 30.89 cm
26983, 30.89 cm
27087, 30.89 cm
27191, 30.89 cm
27295, 30.89 cm
27399, 30.89 cm
27503, 30.89 cm
27607, 30.89 cm
27711, 30.89 cm
27815, 30.89 cm
27919, 30.89 cm
28023, 30.89 cm
28127, 30.89 cm
28231, 30.89 cm
28335, 30.89 cm
28439, 30.89 cm
28543, 30.87 cm
28647, 30.89 cm
28751, 30.89 cm
28855, 30.89 cm
28959, 30.89 cm
29063, 30.89 cm
