timestamp,distance
1616, 31.48 cm
1720, 31.48 cm
1824, 31.47 cm
1928, 31.48 cm
2032, 31.48 cm
2136, 31.47 cm
2240, 31.48 cm
2344, 31.48 cm
2448, 31.47 cm
2552, 31.48 cm
2656, 31.47 cm
2760, 31.48 cm
2864, 31.48 cm
2968, 31.48 cm
3072, 31.47 cm
3176, 31.47 cm
3280, 31.47 cm
3384, 31.48 cm
3488, 31.48 cm
3592, 31.48 cm
3696, 31.47 cm
3800, 31.47 cm
3904, 31.47 cm
4008, 31.48 cm
4112, 31.47 cm
4216, 31.47 cm
4320, 31.47 cm
4424, 31.47 cm
4528, 31.48 cm
4632, 31.47 cm
4736, 31.48 cm
4840, 31.48 cm
4944, 31.47 cm
5048, 31.48 cm
5152, 31.48 cm
5256, 31.47 cm
5360, 31.47 cm
5464, 31.48 cm
5568, 31.47 cm
5672, 31.48 cm
5776, 31.48 cm
5880, 31.48 cm
5984, 31.47 cm
6088, 31.48 cm
6192, 31.48 cm
6296, 31.47 cm
6400, 31.48 cm
6504, 31.47 cm
6608, 31.47 cm
6712, 31.48 cm
6816, 31.48 cm
6920, 31.48 cm
7024, 31.48 cm
7128, 31.47 cm
7232, 31.48 cm
7336, 31.48 cm
7440, 31.48 cm
7544, 31.48 cm
7648, 31.48 cm
7752, 31.47 cm
7856, 31.48 cm
7960, 31.47 cm
8064, 31.48 cm
8168, 31.47 cm
8272, 31.48 cm
8376, 31.47 cm
8480, 31.48 cm
8584, 31.48 cm
8688, 31.47 cm
8792, 31.48 cm
8896, 31.47 cm
9000, 31.47 cm
9104, 31.48 cm
9208, 31.48 cm
9312, 31.48 cm
9416, 31.47 cm
9520, 31.47 cm
9624, 31.48 cm
9728, 31.48 cm
9832, 31.47 cm
9936, 31.48 cm
10040, 31.47 cm
10144, 31.48 cm
10248, 31.47 cm
10352, 31.47 cm
10456, 31.48 cm
10560, 31.47 cm
10664, 31.48 cm
10768, 31.48 cm
10872, 31.48 cm
10976, 31.48 cm
11080, 31.47 cm
11184, 31.48 cm
11288, 31.48 cm
11392, 31.47 cm
11496, 31.47 cm
11600, 31.48 cm
11704, 31.47 cm
11808, 31.48 cm
11912, 31.47 cm
12016, 31.47 cm
12120, 31.48 cm
12224, 31.47 cm
